parse_review_priority,parse_review_category,recommended_action,queue_row_id,entity_name,primary_ticker,filing_date,form_type,filing_accession,address_parse_status,address_parse_error,current_snapshot_business_street,current_snapshot_business_city,current_snapshot_business_state,current_snapshot_business_zip,current_snapshot_fips,current_snapshot_county_name,filing_document_cache_path,filing_document_fetch_error
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0430,Big Tree Cloud Holdings Ltd,DSY,2024-06-12,20-F,0001213900-24-052153,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"MATIAN STREET, ZHONGLIANG YUNJING PLAZA ROOM 3303, BUILDING 1",SHENZHEN,F4,518083,,,data/raw/sec_edgar_hq/filing_documents/CIK0001999297/000121390024052153/ea0207679-20f_bigtree.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0434,Borealis Foods Inc.,BRLS,2025-06-18,10-K/A,0001213900-25-055654,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1540 CORNWALL RD. #104,OAKVILLE,A6,L6J 7W5,,,data/raw/sec_edgar_hq/filing_documents/CIK0001852973/000121390025055654/ea0245446-10ka2_borealis.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0507,Borealis Foods Inc.,BRLS,2025-11-19,10-Q,0001213900-25-112699,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1540 CORNWALL RD. #104,OAKVILLE,A6,L6J 7W5,,,data/raw/sec_edgar_hq/filing_documents/CIK0001852973/000121390025112699/ea0266073-10q_borealis.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0267,CENTRUS ENERGY CORP,LEU,2011-05-04,10-Q,0001065059-11-000025,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,6901 ROCKLEDGE DR SUITE 800,BETHESDA,MD,20817,24031,Montgomery County,data/raw/sec_edgar_hq/filing_documents/CIK0001065059/000106505911000025/form10-q.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0072,CENTRUS ENERGY CORP,LEU,2012-03-14,10-K,0001065059-12-000013,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,6901 ROCKLEDGE DR SUITE 800,BETHESDA,MD,20817,24031,Montgomery County,data/raw/sec_edgar_hq/filing_documents/CIK0001065059/000106505912000013/form10-k.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0268,CENTRUS ENERGY CORP,LEU,2026-05-06,10-Q,0001628280-26-030891,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,6901 ROCKLEDGE DR SUITE 800,BETHESDA,MD,20817,24031,Montgomery County,data/raw/sec_edgar_hq/filing_documents/CIK0001065059/000162828026030891/leu-20260331.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0275,CONSUMERS ENERGY CO,CMS-PB,2000-08-11,10-Q,0000950124-00-004849,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,ONE ENERGY PLAZA,JACKSON,MI,49201,26075,Jackson County,data/raw/sec_edgar_hq/filing_documents/CIK0000201533/000095012400004849/e10-q.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0080,CONSUMERS ENERGY CO,CMS-PB,2001-03-23,10-K,0000950124-01-001548,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,ONE ENERGY PLAZA,JACKSON,MI,49201,26075,Jackson County,data/raw/sec_edgar_hq/filing_documents/CIK0000201533/000095012401001548/k60932e10-k.txt,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0461,China Foods Holdings Ltd.,CFOO,2026-04-16,10-K,0001493152-26-016902,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"SUITE 3102, EVERBRIGHT CENTER 108 GLOUCESTER ROAD",WANCHAI,K3,0000,,,data/raw/sec_edgar_hq/filing_documents/CIK0001310630/000149315226016902/form10-k.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0516,China Foods Holdings Ltd.,CFOO,2026-05-15,10-Q,0001493152-26-023674,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"SUITE 3102, EVERBRIGHT CENTER 108 GLOUCESTER ROAD",WANCHAI,K3,0000,,,data/raw/sec_edgar_hq/filing_documents/CIK0001310630/000149315226023674/form10-q.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0462,ChowChow Cloud International Holdings Ltd,CHOW,2026-05-15,20-F,0001493152-26-023952,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 03, 23/F., AITKEN VANSON CENTRE, NO. 61 HOI YUEN ROAD, KWUN TONG, KOWLOON",HONG KONG,K3,000000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002041829/000149315226023952/form20-f.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0117,"DELTA AIR LINES, INC.",DAL,2017-02-13,10-K,0000027904-17-000004,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,HARTSFIELD-JACKSON ATLANTA INTL AIRPORT 1030 DELTA BOULEVARD,ATLANTA,GA,30354-1989,13121,Fulton County,data/raw/sec_edgar_hq/filing_documents/CIK0000027904/000002790417000004/dal1231201610k.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0471,ENERGY CO OF MINAS GERAIS,CIG,2003-03-26,20-F,0000905148-03-001142,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,C/O SUPER. RELACOES INVESTIDORES - RI 1200 AVENIDA BARBACENA,BELO HORIZONTE,,30190-131,,,data/raw/sec_edgar_hq/filing_documents/CIK0001157557/000090514803001142/efc3-0534_5123062form20f.txt,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0472,ENERGY CO OF MINAS GERAIS,CIG,2003-06-30,20-F,0001047469-03-022824,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,C/O SUPER. RELACOES INVESTIDORES - RI 1200 AVENIDA BARBACENA,BELO HORIZONTE,,30190-131,,,data/raw/sec_edgar_hq/filing_documents/CIK0001157557/000104746903022824/a2114033z20-f.txt,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0473,ENERGY CO OF MINAS GERAIS,CIG,2004-07-01,20-F,0001047469-04-022325,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,C/O SUPER. RELACOES INVESTIDORES - RI 1200 AVENIDA BARBACENA,BELO HORIZONTE,,30190-131,,,data/raw/sec_edgar_hq/filing_documents/CIK0001157557/000104746904022325/a2139629z20-f.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0474,ENERGY CO OF MINAS GERAIS,CIG,2026-04-17,20-F,0001554855-26-000648,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,C/O SUPER. RELACOES INVESTIDORES - RI 1200 AVENIDA BARBACENA,BELO HORIZONTE,,30190-131,,,data/raw/sec_edgar_hq/filing_documents/CIK0001157557/000155485526000648/cig-20251231.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0152,Energy Services of America CORP,ESOA,2006-12-18,10-K,0000943374-06-001555,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,75 WEST 3RD AVE.,HUNTINGTON,WV,25701,54011,Cabell County,data/raw/sec_edgar_hq/filing_documents/CIK0001357971/000094337406001555/form10k_dec2006.txt,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0190,HUNT J B TRANSPORT SERVICES INC,JBHT,2018-02-23,10-K,0001437749-18-003239,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,615 JB HUNT CORPORATE DR PO BOX 130,LOWELL,AR,72745,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000728535/000143774918003239/jbht20171231_10k.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0191,HUNT J B TRANSPORT SERVICES INC,JBHT,2026-02-24,10-K,0001437749-26-005294,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,615 JB HUNT CORPORATE DR PO BOX 130,LOWELL,AR,72745,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000728535/000143774926005294/jbht20251231_10k.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0203,Walmart Inc.,WMT,2023-03-17,10-K,0000104169-23-000020,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1 CUSTOMER DRIVE,BENTONVILLE,AR,72716,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000104169/000010416923000020/wmt-20230131.htm,
medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0204,Walmart Inc.,WMT,2024-03-15,10-K,0000104169-24-000056,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1 CUSTOMER DRIVE,BENTONVILLE,AR,72716,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000104169/000010416924000056/wmt-20240131.htm,
medium,fetch_or_cache_failure,refresh filing document or inspect alternate accession document,sec_pit_0500,"Allied Energy, Inc.",AGGI,2000-11-13,10-Q,0001103259-00-000037,fetch_failed_or_missing,cache-only mode skipped document fetch,104-360 COLLEGE STREET SUITE #251,TORONTO,,M5T 1S6,,,,cache-only mode skipped document fetch
medium,fetch_or_cache_failure,refresh filing document or inspect alternate accession document,sec_pit_0238,BLUE DOLPHIN ENERGY CO,BDCO,2000-08-21,10-Q,0000890566-00-001329,fetch_failed_or_missing,cache-only mode skipped document fetch,801 TRAVIS SUITE 2100,HOUSTON,TX,77002-5729,48201,Harris County,,cache-only mode skipped document fetch
medium,fetch_or_cache_failure,refresh filing document or inspect alternate accession document,sec_pit_0243,BRIDGFORD FOODS CORP,BRID,2000-06-09,10-Q,0001095811-00-001667,fetch_failed_or_missing,cache-only mode skipped document fetch,1308 N PATT ST P O BOX 3773,ANAHEIM,CA,92801,06059,Orange County,,cache-only mode skipped document fetch
medium,fetch_or_cache_failure,refresh filing document or inspect alternate accession document,sec_pit_0115,DATA I/O CORP,DAIO,2001-03-27,10-K,0000351998-01-000010,fetch_failed_or_missing,cache-only mode skipped document fetch,"6645 185TH AVE NE, SUITE 100",REDMOND,WA,98052,53033,King County,,cache-only mode skipped document fetch
